"행정구역","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_계_10~19세","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_계_80~89세","2021년11월_계_90~99세","2021년11월_계_100세 이상"
"충청북도 청주시 흥덕구 오송읍(4311325000)","24,111","24,111","2,180","2,384","3,331","3,977","4,157","3,317","2,619","1,334","701","110","1"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,794","10,794","652","1,024","1,395","1,097","1,557","2,035","1,670","829","482","53","0"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,958","17,958","2,262","1,277","1,827","3,430","2,637","2,672","2,222","995","561","72","3"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","16,786","16,786","813","1,420","2,447","1,840","2,336","3,372","2,729","1,149","587","90","3"
"충청북도 청주시 흥덕구 복대1동(4311374100)","50,696","50,696","5,552","6,419","7,183","8,281","9,896","7,363","3,813","1,429","671","89","0"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,890","15,890","598","1,023","3,301","1,894","1,975","2,790","2,512","1,236","508","52","1"
"충청북도 청주시 흥덕구 가경동(4311374700)","55,623","55,623","4,891","6,780","7,688","7,158","9,274","10,174","6,365","2,171","970","146","6"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,698","9,698","441","560","2,052","1,636","1,285","1,536","1,307","614","237","28","2"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","24,094","24,094","1,605","2,217","4,243","3,965","3,800","3,985","2,731","1,014","460","72","2"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","28,471","28,471","1,971","2,226","5,339","4,678","4,251","4,537","3,270","1,365","709","121","4"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","13,604","13,604","2,558","1,012","1,873","3,511","1,998","1,250","811","322","243","26","0"
"충청북도 청주시 청원구 (4311400000)","194,538","194,538","19,079","19,357","25,883","30,947","32,435","27,772","22,089","10,471","5,687","786","32"
"충청북도 청주시 청원구 내수읍(4311425000)","19,211","19,211","1,366","1,813","2,244","1,945","2,996","3,559","2,868","1,429","852","133","6"
"충청북도 청주시 청원구 오창읍(4311425300)","70,519","70,519","9,746","7,600","8,863","15,237","13,008","7,552","5,051","2,149","1,135","175","3"
"충청북도 청주시 청원구 북이면(4311431000)","4,556","4,556","79","152","334","298","401","842","1,189","686","504","64","7"
"충청북도 청주시 청원구 우암동(4311451000)","12,317","12,317","496","733","2,106","1,477","1,471","2,017","2,030","1,235","685","63","4"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,488","8,488","307","536","1,062","784","1,127","1,495","1,650","979","487","59","2"
"충청북도 청주시 청원구 내덕2동(4311453000)","13,396","13,396","815","1,074","2,041","1,614","1,977","2,236","1,942","1,108","536","52","1"
"충청북도 청주시 청원구 율량.사천동(4311454000)","47,713","47,713","4,009","5,034","7,336","6,793","7,843","7,760","5,615","2,106","1,043","168","6"
"충청북도 청주시 청원구 오근장동(4311455000)","18,338","18,338","2,261","2,415","1,897","2,799","3,612","2,311","1,744","779","445","72","3"
"충청북도 충주시 (4313000000)","209,484","209,484","13,808","18,511","23,716","22,880","30,188","36,983","34,369","17,145","10,477","1,370","37"
"충청북도 충주시 주덕읍(4313025000)","4,824","4,824","93","201","361","295","452","994","1,245","648","478","56","1"
"충청북도 충주시 살미면(4313031000)","2,009","2,009","32","60","108","93","154","395","619","326","182","39","1"
"충청북도 충주시 수안보면(4313032500)","2,917","2,917","64","109","175","132","225","575","831","474","291","41","0"
"충청북도 충주시 대소원면(4313033500)","9,008","9,008","579","432","1,410","1,434","1,206","1,493","1,391","593","415","52","3"
"충청북도 충주시 신니면(4313035000)","2,929","2,929","35","92","158","150","194","545","848","469","388","48","2"
"충청북도 충주시 노은면(4313036000)","2,253","2,253","43","85","112","103","160","368","664","384","287","44","3"
"충청북도 충주시 앙성면(4313037000)","3,937","3,937","57","113","236","170","294","766","1,157","642","430","71","1"
"충청북도 충주시 중앙탑면(4313038500)","13,614","13,614","2,036","1,048","1,489","3,056","2,230","1,556","1,249","547","350","53","0"
"충청북도 충주시 금가면(4313039000)","3,802","3,802","318","275","536","443","497","510","606","340","250","27","0"
"충청북도 충주시 동량면(4313040000)","3,612","3,612","85","171","249","160","307","701","941","529","402","65","2"
"충청북도 충주시 산척면(4313041000)","2,250","2,250","45","80","117","116","180","422","607","360","285","37","1"
"충청북도 충주시 엄정면(4313042000)","3,096","3,096","67","126","160","136","243","531","913","473","397","47","3"
"충청북도 충주시 소태면(4313043000)","1,947","1,947","60","71","97","115","126","339","554","310","248","27","0"
"충청북도 충주시 성내.충인동(4313051500)","2,670","2,670","85","161","268","203","342","461","548","348","220","34","0"
"충청북도 충주시 교현.안림동(4313053500)","23,298","23,298","1,550","2,458","2,635","2,361","3,545","4,338","3,595","1,727","976","109","4"
"충청북도 충주시 교현2동(4313054000)","6,843","6,843","234","511","810","579","906","1,227","1,293","798","434","50","1"
"충청북도 충주시 용산동(4313055000)","15,170","15,170","1,148","1,983","1,794","1,569","2,762","2,651","1,844","880","478","59","2"
"충청북도 충주시 지현동(4313056000)","5,141","5,141","231","473","528","418","721","918","911","573","327","41","0"
"충청북도 충주시 문화동(4313057100)","9,379","9,379","310","659","1,038","763","1,125","1,680","2,043","1,072","610","77","2"
"충청북도 충주시 호암.직동(4313058000)","19,857","19,857","2,107","2,492","2,409","3,017","3,634","2,975","1,979","784","403","56","1"
"충청북도 충주시 달천동(4313060500)","3,751","3,751","95","156","527","262","405","700","828","462","285","31","0"
"충청북도 충주시 봉방동(4313061000)","9,243","9,243","489","719","1,085","962","1,364","1,712","1,618","883","368","41","2"
"충청북도 충주시 칠금.금릉동(4313062500)","14,502","14,502","937","1,683","1,869","1,400","2,338","2,883","1,953","897","482","58","2"
"충청북도 충주시 연수동(4313063000)","36,844","36,844","2,557","3,682","4,798","4,166","5,683","7,007","5,293","2,232","1,255","167","4"
"충청북도 충주시 목행.용탄동(4313064000)","6,588","6,588","551","671","747","777","1,095","1,236","839","394","236","40","2"
"충청북도 제천시 (4315000000)","131,810","131,810","8,214","11,360","14,380","12,383","17,707","23,508","24,365","12,297","6,716","836","44"
"충청북도 제천시 봉양읍(4315025000)","6,704","6,704","234","330","461","384","658","1,265","1,799","918","572","82","1"
"충청북도 제천시 금성면(4315031000)","1,907","1,907","41","86","108","96","128","353","567","270","218","34","6"
"충청북도 제천시 청풍면(4315032000)","1,275","1,275","20","46","68","61","76","251","382","204","154","13","0"
"충청북도 제천시 수산면(4315033000)","2,012","2,012","37","61","69","71","130","380","626","379","233","26","0"
"충청북도 제천시 덕산면(4315034000)","2,161","2,161","70","185","68","84","160","351","603","385","219","36","0"
"충청북도 제천시 한수면(4315035000)","706","706","19","39","32","34","70","141","192","94","71","13","1"
"충청북도 제천시 백운면(4315036000)","3,334","3,334","81","137","165","134","224","603","1,046","521","379","44","0"
"충청북도 제천시 송학면(4315038000)","4,635","4,635","104","197","336","241","376","859","1,308","703","438","68","5"
"충청북도 제천시 교동(4315051000)","18,541","18,541","1,487","2,236","2,252","1,865","3,121","3,497","2,442","1,075","510","51","5"
"충청북도 제천시 의림지동(4315051800)","9,936","9,936","768","1,085","1,263","965","1,599","1,785","1,448","626","339","57","1"
"충청북도 제천시 중앙동(4315052800)","5,771","5,771","242","376","653","452","710","981","1,245","731","342","38","1"
"충청북도 제천시 남현동(4315053700)","4,929","4,929","186","297","571","397","528","897","1,136","632","262","22","1"
"충청북도 제천시 영서동(4315054700)","10,164","10,164","773","889","1,027","1,075","1,429","1,750","1,703","954","501","57","6"
"충청북도 제천시 용두동(4315056000)","17,902","17,902","1,275","1,765","2,608","2,123","2,632","3,103","2,583","1,092","647","72","2"
"충청북도 제천시 신백동(4315057700)","11,153","11,153","666","1,152","1,354","996","1,680","2,150","1,723","901","469","56","6"
"충청북도 제천시 청전동(4315059000)","15,454","15,454","627","1,071","1,826","1,382","1,844","2,799","3,388","1,677","738","97","5"
"충청북도 제천시 화산동(4315060500)","15,226","15,226","1,584","1,408","1,519","2,023","2,342","2,343","2,174","1,135","624","70","4"
"충청북도 보은군 (4372000000)","31,862","31,862","1,343","2,023","2,237","2,025","3,143","5,589","7,339","4,446","3,201","502","14"
"충청북도 보은군 보은읍(4372025000)","14,757","14,757","951","1,306","1,326","1,227","1,883","2,629","2,740","1,524","1,013","151","7"
"충청북도 보은군 속리산면(4372031500)","1,861","1,861","30","77","114","72","135","384","518","328","172","31","0"
"충청북도 보은군 장안면(4372032500)","1,473","1,473","81","73","105","139","157","233","304","200","159","21","1"
"충청북도 보은군 마로면(4372033000)","2,145","2,145","47","91","77","77","144","353","590","415","307","42","2"
"충청북도 보은군 탄부면(4372034000)","1,617","1,617","18","48","73","63","101","247","439","325","267","36","0"
"충청북도 보은군 삼승면(4372035000)","2,283","2,283","55","119","154","160","179","369","557","379","281","29","1"
"충청북도 보은군 수한면(4372036000)","1,883","1,883","42","84","110","71","151","298","548","298","234","46","1"
"충청북도 보은군 회남면(4372037000)","734","734","20","27","21","15","56","121","240","131","89","14","0"
"충청북도 보은군 회인면(4372038500)","1,726","1,726","42","66","80","56","103","312","479","307","240","40","1"
"충청북도 보은군 내북면(4372039000)","1,639","1,639","31","62","81","74","102","308","439","274","220","47","1"
"충청북도 보은군 산외면(4372040000)","1,744","1,744","26","70","96","71","132","335","485","265","219","45","0"
"충청북도 옥천군 (4373000000)","50,184","50,184","2,427","3,768","4,139","3,718","6,023","8,828","10,450","6,365","3,840","613","13"
"충청북도 옥천군 옥천읍(4373025000)","29,098","29,098","2,001","2,981","3,070","2,704","4,419","5,026","4,638","2,739","1,318","199","3"
"충청북도 옥천군 동이면(4373031000)","3,224","3,224","88","118","202","170","273","611","881","489","332","59","1"
"충청북도 옥천군 안남면(4373032000)","1,400","1,400","38","66","49","66","92","252","372","251","174","40","0"
"충청북도 옥천군 안내면(4373033000)","1,906","1,906","37","64","87","73","144","313","543","340","267","36","2"
"충청북도 옥천군 청성면(4373034000)","2,359","2,359","35","63","76","76","127","424","698","426","372","59","3"
"충청북도 옥천군 청산면(4373035000)","2,962","2,962","43","141","116","108","207","471","844","580","398","52","2"
"충청북도 옥천군 이원면(4373036000)","4,068","4,068","84","163","237","232","349","725","1,048","702","448","80","0"
"충청북도 옥천군 군서면(4373037000)","2,181","2,181","42","70","125","118","153","398","584","388","263","40","0"
"충청북도 옥천군 군북면(4373038000)","2,986","2,986","59","102","177","171","259","608","842","450","268","48","2"
"충청북도 영동군 (4374000000)","45,874","45,874","2,117","3,206","3,858","2,976","4,969","8,105","9,737","6,385","3,975","531","15"
"충청북도 영동군 영동읍(4374025000)","20,175","20,175","1,438","1,954","2,334","1,828","2,883","3,467","3,195","1,942","1,019","112","3"
"충청북도 영동군 용산면(4374031000)","3,233","3,233","77","147","228","160","267","620","856","493","339","44","2"
"충청북도 영동군 황간면(4374032000)","4,232","4,232","153","298","258","238","395","755","1,032","652","404","46","1"
"충청북도 영동군 추풍령면(4374033500)","2,218","2,218","41","100","126","91","196","420","559","396","251","35","3"
"충청북도 영동군 매곡면(4374034000)","1,900","1,900","46","88","106","73","146","337","484","319","265","35","1"
"충청북도 영동군 상촌면(4374035000)","2,295","2,295","58","98","98","88","163","364","623","459","289","53","2"
"충청북도 영동군 양강면(4374036000)","3,138","3,138","92","162","278","142","258","612","733","504","325","31","1"
"충청북도 영동군 용화면(4374037000)","975","975","29","47","40","28","65","193","246","172","137","17","1"
"충청북도 영동군 학산면(4374038000)","2,750","2,750","69","101","138","109","186","460","760","509","358","59","1"
"충청북도 영동군 양산면(4374039000)","1,816","1,816","33","81","89","64","160","330","422","358","230","49","0"
"충청북도 영동군 심천면(4374040000)","3,142","3,142","81","130","163","155","250","547","827","581","358","50","0"
"충청북도 증평군 (4374500000)","36,351","36,351","2,952","3,352","4,403","4,373","5,440","6,030","5,367","2,691","1,551","190","2"
"충청북도 증평군 증평읍(4374525000)","34,529","34,529","2,909","3,283","4,275","4,285","5,265","5,710","4,897","2,408","1,335","160","2"
"충청북도 증평군 도안면(4374531000)","1,822","1,822","43","69","128","88","175","320","470","283","216","30","0"
